Aleph system no.;Country code;Language code (008);Language code (041);DDC;Personal author;Corporate author;Title;Edition;Imprint;Series;Subjects;Other personal authors;Other corporate authors;DOM ID;Type;Genre;first_pdf
14861950;|||;eng;;;LEIGH, Chandos, Baron Leigh.;;Juvenile Poems. (Verses.-Domestic Verses.). [electronic resource];;London : -197. W. Lindsell, 1815.;;;;;lsidyv363c258d;verse;Poetry;lsidyv363c258d
14827287;|||;eng;;;PETERS, Edward Dyer.;;Modern American Methods of Copper Smelting ... Third edition ... enlarged. [electronic resource];;New York : Scientific Publishing Co., 1891.;;;;;lsidyv2c297908;ode;Poetry;lsidyv2c297908
14840315;|||;eng;;;HOWS, John Augustus.;;Forest Pictures in the Adirondacks. With Original Poems by Alfred B. Street. [electronic resource];;New-York : J. G. Gregory, 1865.;;;STREET, Alfred Billings.;;lsidyv35b26eec;poet;Poetry;lsidyv35b26eec
14846757;|||;eng;;;A. A.;;The Poetical Aviary, with a bird's-eye view of the English poets. [The preface signed: A. A.] Ms. notes. [electronic resource];;Calcutta : Privately printed, 1841.;;;;;lsidyv35c55757;poet;Poetry;lsidyv35c55757
14840989;|||;eng;;;;;Phoebiad, a poem. Addressed to the Editor of the Oracle. [electronic resource];;[London], 1790.;;;;;lsidyv3198712b;poet;Poetry;lsidyv3198712b
15173003;|||;eng;;;BIGELOW, John, the Elder.;;France and the Confederate Navy 1862-1868. An international episode. [electronic resource];;London : Sampson Low & Co., 1888.;;;;;lsidyv38d189b3;ode;Poetry;lsidyv38d189b3
15264361;|||;eng;;;IRONS, William Josiah.;;On the whole doctrine of final causes: a dissertation ... with an introductory chapter on the character of modern Deism. [electronic resource];;London, 1836.;;;;;lsidyv2ea716bb;ode;Poetry;lsidyv2ea716bb
14826636;|||;eng;;;Oliphant, Laurence, 1829-1888.;;Haifa, or life in modern Palestine. [electronic resource];;Edinburgh : W. Blackwood and Sons, 1887.;;;;;lsidyv2b487ffb;ode;Poetry;lsidyv2b487ffb
15115628;|||;eng;;;DIGGINS, Truthful, pseud.;;Quagmire ahead: by Truthful Diggins. [In verse.] [electronic resource];;London : Harrison & Sons, 1864.;;;;;lsidyv38bacce5;verse;Poetry;lsidyv38bacce5
14812761;|||;eng;;;Harley, Cecil.;;The Shadow of a Song. [A novel.] [electronic resource];;London : Cassell & Co., 1893.;;;;;lsidyv38e80292;song;Music;lsidyv38e80292
14879778;|||;eng;;;GOETZE, Adolph.;;The Campaign of 1870-71. Operations of the German Engineers and “Technical Troops” during the Franco-German War of 1870-71. ... Translated from the German by ... G. Graham. ... With ... Maps. [electronic resource];;London, 1875.;;;GRAHAM, George, C.B.;;lsidyv316872aa;opera;Music;lsidyv316872aa
14828469;|||;eng;;;RODD, Richard.;;A Faithful Statement of all the facts and circumstances which have recently occurred relative to that part of the burial ground within the parish of Stoke Damerell, ... Devon, which of right is the property of the parishioners, with true copies of letters which have passed on the subject between Dr. Philpotts, Bishop of Exeter, his secretary (R. Barnes) and Mr. Rodd as the Solicitor of the Parish. [electronic resource];;Devonport, 1832.;;;BARNES, Ralph. -- Phillpotts, Henry, 1778-1869.;;lsidyv39075e3a;opera;Music;lsidyv39075e3a
14880386;|||;eng;;;THURLOW, Edward Hovell, 2nd Baron Thurlow.;;"Moonlight; the Doge's Daughter; Ariadne; Carmen Britannicum, or the Song of Britain; Angelica, or the Rape of Proteus. [Poems.] [electronic resource]";;London : White & Co., 1814.;;;;;lsidyv307b8d42;song;Music;lsidyv307b8d42
14848296;|||;eng;;;;;Wreaths of Song from fields of philosophy. [By T. J. O'Mahony.] [electronic resource];;Dublin : M. H. Gill & Son, 1890.;;;O'Mahony, Timothy J., b. 1839;;lsidyv35f49ebf;song;Music;lsidyv35f49ebf
15106289;|||;eng;;;;;[Thomas and Sally: or, the Sailor's Return. A musical entertainment ... The music composed by Doctor Arne. [Words of songs only. By Isaac Bickerstaffe.] The second edition.] [electronic resource];Third edition.;London : W. Griffin, 1765.;;;BICKERSTAFFE, Isaac. -- Thomas, à Becket, Saint, 1118?-1170.;;lsidyv38823cca;song;Music;lsidyv38823cca
14767892;|||;eng;;;;;An Abstract of Accounts for fourteen years ending Whitsuntide, 1840 ... relative to Property under the management of the Pious Use Trustees, etc. [electronic resource];;Leeds : Hobson and Smiles, 1841.;;;;;lsidyv3c347a87;opera;Music;lsidyv3c347a87
14768208;|||;eng;;;TEALE, Thomas Pridgin, the Elder.;;On a plastic operation for the restoration of the lower lip. [electronic resource];;London : Printed by J. E. Adlard, 1855.;;;;;lsidyv3c3d47b3;opera;Music;lsidyv3c3d47b3
14768095;|||;eng;;;;;The progress of Popery, and the means of resisting it considered, in a letter to the Vicar of Scarborough. By a Protestant. [electronic resource];;London : Manning & Mason, 1838.;;;;;lsidyv3c38c2dc;opera;Music;lsidyv3c38c2dc
14756181;|||;eng;;;GOICOECHEA, Sotero de.;;A luminous guide for the British cooperative forces in Spain ... with particular information relative to the Basque Provinces [followed by an English and Spanish, and an English, Spanish and Basque vocabulary], etc. [electronic resource];;Bayonne, 1836.;;;;;lsidyv3bfa0620;opera;Music;lsidyv3bfa0620
14829875;|||;eng;;;SOPWITH, Thomas.;;An Account of the Mining Districts of Alston Moor, Weardale and Teesdale ... comprising descriptive sketches of the scenery, antiquities, geology and mining operations in the upper dales of the rivers Tyne, Wear, and Tees. [electronic resource];;Alnwick : W. Davison, 1833.;;;;;lsidyv32cc18cd;opera;Music;lsidyv32cc18cd
14848222;|||;eng;;;WAGNER, Leopold, Miscellaneous Writer.;;Diprose's Modern Song Book. Being a collection of new and copyright songs now for the first time published. Selected by L. Wagner. [electronic resource];;London : Diprose & Bateman, [1894.].;;;;;lsidyv35c5395b;song;Music;lsidyv35c5395b
14818877;|||;eng;;;Mayhew, Henry, 1812-1887.;;[German Life and Manners as seen in Saxony at the present day: with an account of village life, town life, fashionable life, ... of Germany at the present time: illustrated with songs and pictures of the student customs at the University of Jena.] [electronic resource];[Another edition.];London, 1865.;;;;;lsidyv3bbef05f;song;Music;lsidyv3bbef05f
14818876;|||;eng;;;Mayhew, Henry, 1812-1887.;;German Life and Manners as seen in Saxony at the present day: with an account of village life, town life, fashionable life, ... of Germany at the present time: illustrated with songs and pictures of the student customs at the University of Jena. [electronic resource];;London, 1864.,[1863];;;;;lsidyv3c095ef7 -- lsidyv309aecbe;song;Music;lsidyv3c095ef7
14891695;|||;eng;;;SIMCOE, John Graves.;;[A Journal of the operations of the Queen's Rangers from the end of ... 1777 to the conclusion of the late American War. L.P.] [electronic resource];[Another edition.] Simcoe's Military Journal. A history of the operations of a partizan Corps, called the Queen's Rangers, commanded by Lieut. Col. J. G. Simcoe during the War of the American Revolution ... Now first published, with a Memoir of the author and other additions.;New York, 1844.;;;;;lsidyv37bf5f8c;opera;Music;lsidyv37bf5f8c
14807010;|||;eng;;;CATHCART, George, Hon. Sir.;;Correspondence of Lieut.-General the Hon. Sir George Cathcart, K.C.B., relative to his military operations in Kaffraria ... and to his measures for the future maintenance of peace on that frontier, etc. [With maps.] [electronic resource];;London : John Murray, 1856.;;;;;lsidyv3c6dd420;opera;Music;lsidyv3c6dd420
14880435;|||;eng;;;WARTENSLEBEN-CAROW, Hermann Ludwig Wilhelm Carl Alexander Friedrich von, Count.;;The Campaign of 1870-1871. Operations of the South [German] Army in January and February, 1871. Compiled from the Official War Documents of the Head-Quarters of the South Army ... Translated by Colonel C. H. von Wright. [electronic resource];;London, 1872.;;;WRIGHT, C. H. von, Lieut.-Colonel in the Prussian Army.;;lsidyv30b1b53c;opera;Music;lsidyv30b1b53c
14826214;enk;eng;;;;;The Comic and sentimental music hall song book ... [electronic resource];;London : J. Diprose ... , [1859-1862]. -- London : Diprose and Co. ...;;Humorous songs Texts -- Songs, English Texts;Diprose, John. -- Hardwick, J. A. -- Ramsay, Thomas, fl. 1859-1862. -- Sidney, George, fl. 1859-1862.;;lsidyv3a9788d4;song;Music;lsidyv3a9788d4
14848032;|||;eng;;;SHARP, Elizabeth Amelia.;;Songs and Poems of the Sea. Sea Music. Edited by Mrs. W. Sharp. [electronic resource];;London : W. Scott, 1888.;;;;;lsidyv35c3073f;song;Music;lsidyv35c3073f
14825891;|||;eng;;;Moore, Thomas, 1779-1852.;;"Landscape Illustrations of Moore's “Irish Melodies;” with Comments; [By Thomas Crofton Croker.] etc. [electronic resource]";;London : J. Power, 1835.;;;CROKER, Thomas Crofton. -- Moore, Thomas, 1779-1852.;;lsidyv38e92db5;melody;Music;lsidyv38e92db5
15106213;|||;eng;;;POULLAIN DE SAINT-FOIX, Germain François.;;[Daphne and Amintor. A comic opera in one act, etc. [By Isaac Bickerstaffe. Adapted from “L'Oracle” of G. F. Poullain de Saint-Foix.]] [electronic resource];A new edition.;London : J. Newbery, 1766.;;;BICKERSTAFFE, Isaac.;;lsidyv38823f61;opera;Music;lsidyv38823f61
14896691;|||;eng;;;;Colonial Society (LONDON);Report of the East India Committee of the Colonial Society on the causes and consequences of the Military operations in China. [electronic resource];;London : James Maynard, 1843.;;;;;lsidyv37c80078;opera;Music;lsidyv37c80078
14860851;|||;eng;;;OXENFORD, John.;;Der Freischutz. A grand romantic opera, in four acts. The words [translated from the German of J. F. Kind] by J. O., etc. [electronic resource];;London : T. H. Lacy, [1866.].;;;KIND, Johann Friedrich.;;lsidyv36034a1c;opera;Music;lsidyv36034a1c
14847001;|||;eng;;;;;Modern Canvassing, or, Popery and No Popery. [A dialogue between an agent and a freeholder.] [electronic resource];;Leeds : Edward Baines, 1826.;;;;;lsidyv35ccfdd6;opera;Music;lsidyv35ccfdd6
14824136;|||;eng;;;SMITH, George, of Coalville, Leicester.;;"[Gypsy Children; or, a Stroll in Gypsydom. With songs and stories [and musical notes], etc.] [electronic resource]";New edition.;Rugby, 1893.;;;;;lsidyv3019b6f6;song;Music;lsidyv3019b6f6
14860246;|||;eng;;;CHOWN, Joseph Parbery.;;"A Twenty Years' Review. A sermon preached in Sion Chapel, Bradford ... August 16th, 1868; with the hymns sung at the service, etc. [electronic resource]";;Bradford : M. Field, [1868];;;;;lsidyv35fea7fd;hymn;Music;lsidyv35fea7fd
14804980;|||;eng;;;BELCHER, Edward, Sir.;;Narrative of a Voyage round the World, performed in Her Majesty's Ship Sulphur, during the years 1836-42, including details of the naval operations in China from Dec. 1840 to Nov. 1841. (The regions of vegetation. By Richard Brinsley Hinds.) [With plates and maps.] [electronic resource];;London : Henry Colburn, 1843.;;;;;lsidyv3e610def;opera;Music;lsidyv3e610def
14939300;ie ;eng;;;;;New songs [electronic resource] : a lyric selection / made by A.E. [i.e. George Russell] from poems by Padraic Colum, Eva Gore-Booth, Thomas Keohler, Alice Milligan, Susan Mitchell, Seumas O'Sullivan, George Roberts, and Ella Young.;2nd ed.;"Dublin : O'Donoghue & Co.; London : A.H. Bullen, 1904.";;Irish poetry.;AE, 1867-1935.;;lsidyv38647576;song;Music;lsidyv38647576
14817531;|||;eng;;;LOW, David, Professor of Agriculture in the University of Edinburgh.;;"On the Domesticated Animals of the British Islands: comprehending the natural and economical history of species and varieties; the description of the properties of external form, and observations on the principles and practice of breeding. [electronic resource]";;London, Edinburgh [printed], 1845.;;;;;lsidyv3be0401b;opera;Music;lsidyv3be0401b
14880301;|||;eng;;;SETON, James Lumsden.;;Notes on the operations of the North German Troops in Lorraine and Picardy, etc. [electronic resource];;London, 1872.;;;;;lsidyv32c5c9cf;opera;Music;lsidyv32c5c9cf
14860071;|||;eng;;;Fitzball, Edward, 1792-1873.;;Lurline: a grand romantic original opera, in three acts, composed by W. Vincent Wallace, the words by E. Fitzball: first produced at the Royal English Opera, Covent Garden ... February 23rd 1860. [electronic resource];;London : Published & sold in the Theatre, [1860.].;;;Wallace, William Vincent, 1812-1865.;;lsidyv3627844b;opera;Music;lsidyv3627844b
15106171;|||;eng;;;NORTON, A. B., of Mount Vernon, Ohio.;;The Great Revolution of 1840. Reminiscences of the Log Cabin and Hard Cider Campaign. (Tippecanoe Songs of the Log Cabin Boys and Girls of 1840.). [electronic resource];;"Mount Vernon, O. ; Dallas, Texas : A. B. Norton & Co., 1888.";;;;;lsidyv38939084;song;Music;lsidyv38939084
14774236;|||;eng;;;WHITE, George Whit.;;The Heart and Songs of the Spanish Sierras, etc. [electronic resource];;London : T. F. Unwin, 1894.;;;;;lsidyv3bf95ee4;song;Music;lsidyv3bf95ee4
14840114;|||;eng;;;GLYDE, John.;;The Norfolk garland: a collection of the superstitious beliefs and practices, proverbs, curious customs, ballads and songs, of the people of Norfolk, as well as anecdotes, etc. [electronic resource];;London : Jarrold and Sons, [1872];;;;;lsidyv317c3808;song;Music;lsidyv317c3808
15106212;|||;eng;;;POULLAIN DE SAINT-FOIX, Germain François.;;Daphne and Amintor. A comic opera in one act, etc. [By Isaac Bickerstaffe. Adapted from “L'Oracle” of G. F. Poullain de Saint-Foix.] [electronic resource];;London : J. Newbery, 1765.;;;BICKERSTAFFE, Isaac.;;lsidyv38823e80;opera;Music;lsidyv38823e80
14628927;enk;eng;;;Smith, Valentine, librettist;;Book of words of a romantic opera, in three acts, entitled - King for a day. By Mr. Villiers Sankey and Mr. Valentine Smith. [electronic resource];;[Middlesbrough] : Printed by Jordison & Co., Ld., Middlesbrough ... , 1894.;;Operas Librettos;Adam, Adolphe, 1803-1856. -- Ennery, Adolphe d', 1811-1899 -- Brésil, Jules, 1818-1899;;lsidyv31921bdd;opera;Music;lsidyv31921bdd
14879461;|||;eng;;;ALLAN, J. T.;;Nebraska and the Territories as developed by Railroad Building and Operation. [electronic resource];;Omaha, Neb. : Union Pacific Railway Co., 1882.;;;;;lsidyv3034a281;opera;Music;lsidyv3034a281
14880311;|||;eng;;;;;"Waterloo letters [electronic resource] : a selection from original and hitherto unpublished letters bearing on the operations of the 16th, 17th, and 18th June 1815 / by officers who served in the campaign ; edited, with explanatory notes, by H.T. Siborne.";;London : Cassell & Co., 1891.;;Waterloo, Battle of, Waterloo, Belgium, 1815 Persoanl narratives.;Siborne, H. T. (Herbert Taylor);;lsidyv30b6053a;opera;Music;lsidyv30b6053a
15106162;|||;eng;;;;;The Music Hall Songster, containing a selection of the latest and most popular songs, etc. [electronic resource];;London : W. S. Fortey, [1893.].;;;;;lsidyv388c7205;song;Music;lsidyv388c7205
14830851;|||;eng;;;Thomson, J. (John), 1837-1921.;;"The Straits of Malacca, Indo-China, and China; or ten years' travels, adventures, and residence abroad ... Illustrated ... by J. D. Cooper, etc. [electronic resource]";;London, 1875, [1874].;;;Cooper, James Davis, 1823-1904.;;lsidyv391235bc;opera;Music;lsidyv391235bc
14847680;|||;eng;;;Meredith, George, 1828-1909;;Odes in contribution to the Song of French History. [electronic resource];;London : Archibald Constable & Co., 1898.;;;;;lsidyv35c6d236;song;Music;lsidyv35c6d236
15106106;|||;eng;;;;;Lionel and Clarissa. A comic opera [in three acts. By I. Bickerstaffe]. [electronic resource];;London, 1748 [1768].;;;BICKERSTAFFE, Isaac.;;lsidyv38825cdf;opera;Music;lsidyv38825cdf
14808179;|||;eng;;;;;A Description of Craufurd Priory, the property of Lady Mary Lindsay Craufurd, only surviving child of George, Earl of Craufurd and Earl Lindsay. [With plates.] [electronic resource];;Edinburgh : John Johnstone, 1830.;;;;;lsidyv2afc3e7d;opera;Music;lsidyv2afc3e7d
14879624;|||;eng;;;COOPER, H. Stonehewer.;;Our New Colony, Fiji, its history, progress and resources. Edited by H. S. Cooper. [electronic resource];;London : The Mortgage & Agency Co. of Australasia, 1882.;;;;;lsidyv3083a1f2;opera;Music;lsidyv3083a1f2
14810781;|||;eng;;;FIRTH, James Francis.;;Coopers' Company, London. Historical memoranda, charters, documents, and extracts from the records of the Corporation and the books of the Company. 1396-1848. [electronic resource];;London, 1848.;;;;;lsidyv306fcd7e;opera;Music;lsidyv306fcd7e
15177993;|||;eng;;;BARNARD, John Gross, and BARRY (William F.);;Report of the Engineer and Artillery Operations of the Army of the Potomac, from its organization to the close of the Peninsular Campaign, etc. [electronic resource];;New York : D. Van Nostrand, 1863.;;;BARRY, William Farquhar.;;lsidyv2aebb754;opera;Music;lsidyv2aebb754
14847075;|||;eng;;;COLLINS, Charles MacCarthy.;;Celtic Irish Songs and Song-Writers. A selection. With an introduction and memoirs. [electronic resource];;London : J. Cornish & Sons, 1885.;;;;;lsidyv35c4e2f1;song;Music;lsidyv35c4e2f1
14816175;enk;eng;;;;;"Rump [electronic resource] ; or An Exact collection of the choycest poems and songs relating to the late times. By the most eminent wits, from anno 1639. to anno 1661.";;London, Printed for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted 1874];;Puritans. -- Political ballads and songs, English. -- Great Britain History;;;lsidyv3070c6d7;song;Music;lsidyv3070c6d7
14828467;|||;eng;;;ROCKWELL, Charles.;;"The Catskill Mountains and the region around ... Their scenery, legends and history; with sketches in prose and verse, by Cooper, Irving, Bryant, Cole and others ... Revised edition. [electronic resource]";;New York, 1867.;;;;;lsidyv3016769f;opera;Music;lsidyv3016769f
14867280;|||;eng;;;;;The Milesian, a comic opera in two acts [and in prose, by I. Jackman]. [electronic resource];;London, 1777.;;;;;lsidyv367a27bb;opera;Music;lsidyv367a27bb
14806755;|||;eng;;;CAMPBELL, Harry Huse.;;The Manufacture and Properties of Structural Steel ... Second edition. [electronic resource];;"New York ; London : Scientific Publishing Co., 1896.";;;;;lsidyv3cc4da96;opera;Music;lsidyv3cc4da96
14905281;|||;eng;;;IZARD, George, Major-General in the Service of the United States.;;Official correspondence with the Department of War, relative to the military operations of the American Army under the command of Major-General Izard on the northern frontier of the United States, in the years 1814 and 1815. [electronic resource];;Philadelphia, 1816.;;;;;lsidyv3821a4a5;opera;Music;lsidyv3821a4a5
14816307;enk;eng;;;BLOOMFIELD, Robert, Poet.;;Rural tales, ballads, and songs. [electronic resource];;"printed for Vernor & Hood; and Longman & Rees; by T. Bensley : London, 1802.";;;Lofft, Capel, 1751-1824. -- NESBIT, Charlton. -- THURSTON, John, Artist.;;lsidyv2eb8096b;song;Music;lsidyv2eb8096b
14814859;|||;eng;;;KEASLEY, George.;;The Rev. George Keasley's Second Letter to the Editor of the “Yorkshire Gazette” [on the question of Popery]. [electronic resource];;Leeds : T. E. Bradley, 1851.;;;;;lsidyv3014f623;opera;Music;lsidyv3014f623
15106117;|||;eng;;;;;The Lyric Songster. Containing a choice collection of the latest and most popular songs now being sung. [electronic resource];;London : W. S. Fortey, [1892.].;;;;;lsidyv388c6eba;song;Music;lsidyv388c6eba
14809139;|||;eng;;;DICKINSON, Rodolphus.;;[A Geographical and Statistical View of Massachusetts proper.] [electronic resource];;Greenfield : Denio & Phelps, 1813.;;;;;lsidyv3bb242f9;opera;Music;lsidyv3bb242f9
14807323;|||;eng;;;CHURI, Joseph H.;;Sea Nile, the Desert and Nigritia: travels in company with Captain Peel, R.N., 1851-1852 ... With thirteen Arabic songs, as sung by the Egyptian sailors ... translated, etc. [With musical notes.] [electronic resource];;London : The Author, 1853.;;;;;lsidyv3c5905fd;song;Music;lsidyv3c5905fd
14896704;|||;eng;;;MACKINNON, Lauchlan Bellingham.;;Steam Warfare in the Parana: a narrative of operations by the combined squadrons of England and France. [electronic resource];;London, 1848.;;;;;lsidyv37c92163 -- lsidyv37c928ca;opera;Music;lsidyv37c92163
14767549;|||;eng;;;BURT, Charles, Alderman of Richmond, Surrey.;;The Richmond Vestry. Notes of its history and operations from 1614 to 1890. (Borough of Richmond. The charter of incorporation. [With a map.]). [electronic resource];;Richmond : R. A. Darnill, 1890.;;;;;lsidyv3c36d333;opera;Music;lsidyv3c36d333
14810744;enk;eng;;;Kitching, H. St. A.;;"Moral Plays [electronic resource] ; viz. Keep your Temper! or Know whom you marry; a comedy; the Fate of Ivan, an historical tragedy [each in five acts and in prose]; and Miss Betsy Bull, or the Johnnies in Spain, a melodrama [in three acts and prose]. By a Lady [who subscribes herself H. St. A. K., i.e. H. St. A. Kitching].";;London, 1832.;;;Kitching, H. St. A. -- Kitching, H. St. A. -- Kitching, H. St. A. -- Kitching, H. St. A. -- Kitching, H. St. A.;;lsidyv349b376a;melody;Music;lsidyv349b376a
14939301;enk;eng;;;;;The flowers of British song [electronic resource], comprising all the popular sentimental songs, duets, glees, etc.;;J. Wiseheart : Dublin, [1827].;;;;;lsidyv3861763f;song;Music;lsidyv3861763f
15742572;|||;eng;;;ANDREWS, Christopher Columbus.;;"History of the Campaign of Mobile; including the co-operative operations of Gen. Wilson's Cavalry in Alabama ... With maps and illustrations. [electronic resource]";;New York : D. Van Nostrand, 1867.;;;Wilson, James Harrison, 1837-1925.;;lsidyv38ad217f;opera;Music;lsidyv38ad217f
15178084;|||;eng;;;CRAUFURD, Robert.;;"An Authentic Narrative of the Proceedings of the Expedition under the Command of Brigadier-Gen. Craufurd; until its arrival at Monte-Video; with an account of the operations against Buenos Ayres under the command of Lieut.-Gen. Whitelocke. By an Officer of the Expedition [i.e. John Whitelocke]. [With plates, including maps.] [electronic resource]";;London : Printed for the Author, 1808 [1807];;;Whitelocke, John, 1757-1833.;;lsidyv2b0d07af;opera;Music;lsidyv2b0d07af
14846863;|||;eng;;;BELL, Archibald, Advocate.;;Melodies of Scotland. [electronic resource];;Edinburgh : Printed for private circulation, 1849.;;;;;lsidyv35e17d0c;melody;Music;lsidyv35e17d0c
14805125;|||;eng;;;BERNARD, William Dallas.;;"[Narrative of the Voyages and Services of the Nemesis, from 1840 to 1843; and of the combined naval and military operations in China; comprising a complete account of the colony of Hong Kong, and remarks on the character and habits of the Chinese, from notes of Commander W. H. Hall, R.N., with personal observations, by W. D. Bernard. [With plates and maps.]] [electronic resource]";Second edition. [Abridged.];London : Henry Colburn, 1845.;;;HALL, William Hutcheon, Sir.;;lsidyv3cdeef6a;opera;Music;lsidyv3cdeef6a
14862482;|||;eng;;;Watson, William, 1858-1935.;;Hymn to the Sea. [electronic resource];;New York : J. Lane, 1895.;;;;;lsidyv363bf900;hymn;Music;lsidyv363bf900
14839243;|||;eng;;;;;"[Notions of the Americans; picked up by a travelling bachelor [i.e. James Fenimore Cooper].] [electronic resource]";[Another edition.];Philadelphia : Carey, Lea & Carey, 1833.;;;Cooper, James Fenimore, 1789-1851.;;lsidyv35028b1b;opera;Music;lsidyv35028b1b
14846785;|||;eng;;;Andersen, H. C. (Hans Christian), 1805-1875;;The Eleven White Swans of Denmark. An opera. (Founded on a Danish tale by H. C. Andersen [by Lavinia Jones].). [electronic resource];;Bradford-on-Avon : Daniel Jones, 1864.;;;Andersen, H. C. (Hans Christian), 1805-1875;;lsidyv35e86934;opera;Music;lsidyv35e86934
14622782;|||;eng;;;COLE, John, of Scarborough.;;Bibliotheca Coleiana: a catalogue of the collection of books, the private property of John Cole. [By J. Cole.] [electronic resource];;Scarborough : John Cole, 1829.;;;;;lsidyv393cfa4a;opera;Music;lsidyv393cfa4a
14813134;|||;eng;;;HENRY, J. T.;;The early and later History of Petroleum, with ... facts in regard to its development in Western Pennsylvania. ... Also life sketches of pioneer and prominent operators, etc. [electronic resource];;Philadelphia, 1873.;;;;;lsidyv3ca45848;opera;Music;lsidyv3ca45848
14847071;|||;eng;;;COLE, Edward William.;;The Thousand Best Songs in the World. Selected and arranged by E. W. Cole. [electronic resource];;"London; Cole's Book Arcade Melbourne : Hutchinson & Co., [1892.].";;;;;lsidyv35c52c3d;song;Music;lsidyv35c52c3d
14840682;|||;eng;;;;;The co-operative and general guide to Manchester and Salford. Alphabetically arranged. [electronic resource];;Manchester : Co-operative Printing Society, 1878.;;;;;lsidyv34f076b1;opera;Music;lsidyv34f076b1
14871689;|||;eng;;;FENN, Thomas Edward.;;How I volunteered for 'the Cape,' and what I did there. Being a short history of eight months' service with the Frontier Light Horse operating against the Kafirs, etc. [electronic resource];;London : S. Tinsley & Co., 1879 (Guildford [printed]);;;;;lsidyv374a37dd;opera;Music;lsidyv374a37dd
14808591;|||;eng;;;DANA, Edward Salisbury.;;A Text-Book of Mineralogy. With an extended treatise on crystallography and physical mineralogy. By E. S. Dana ... on the plan and with the co-operation of Professor James D. Dana, etc. [electronic resource];;New York : John Wiley & Sons, 1877.;;;DANA, James Dwight.;;lsidyv3cdc032d;opera;Music;lsidyv3cdc032d
15174042;|||;eng;;;JOHNSTON, Joseph Eggleston.;;Narrative of Military Operations directed, during the late war between the States, by J. E. Johnston ... Illustrated, etc. [electronic resource];;New York : D. Appleton and Co., 1874.;;;;;lsidyv38d861cb;opera;Music;lsidyv38d861cb
14803946;|||;eng;;;;;"Notions of the Americans; picked up by a travelling bachelor [i.e. James Fenimore Cooper]. [electronic resource]";;London : Henry Colburn, 1828.;;;;;lsidyv38f9ad5c;opera;Music;lsidyv38f9ad5c
15178026;|||;eng;;;BRITTON, Wiley.;;The Civil War on the Border. A narrative of operations in Missouri, Kansas, Arkansas, and the Indian Territory during the years 1861-62 (1863-65), based upon the official reports ... Second edition, revised. [With portraits and maps.] [electronic resource];;New York : G. P. Putnam's Sons, 1891, 99.;;;;;lsidyv2aff3fd5 -- lsidyv2b0022ce;opera;Music;lsidyv2aff3fd5
14860494;|||;eng;;;HARDIMAN, James.;;Ancient Irish Deeds and Writings chiefly relating to Landed Property, from the twelfth to the seventeenth century: with translations, notes, and a preliminary essay. [electronic resource];;Dublin, 1826.;;;;;lsidyv36157c2c;opera;Music;lsidyv36157c2c
14867555;|||;eng;;;SALMON, Arthur Leslie.;;Noon-Song. [A poem.] [electronic resource];;London : Castell Brothers, 1887.;;;;;lsidyv3689ce21;song;Music;lsidyv3689ce21
14767507;|||;eng;;;BEST, William, B.A., Minister of South Parade Chapel, Leeds.;;The Question of the Day. Church Property: what is it, and whose? A paper, etc. [electronic resource];;Leeds : [The Author], 1868.;;;;;lsidyv3c3a9e34;opera;Music;lsidyv3c3a9e34
14861901;|||;eng;;;LAKE, Edward John.;;Journals of the Sieges of the Madras Army in the years 1817, 1818, and 1819. With observations on the system according to which such operations have usually been conducted in India, etc. [electronic resource];;London : Kingsbury, Parbury and Allen, 1825.;;Sieges India.;;;lsidyv3677b490;opera;Music;lsidyv3677b490
14891549;|||;eng;;;OUCHTERLONY, John.;;The Chinese War: an account of all the operations of the British forces, ... to the treaty of Nanking ... With ... illustrations. [electronic resource];;London, 1844.;;;;;lsidyv37be098a;opera;Music;lsidyv37be098a
14643613;enk;eng;;;WALDRON, Francis Godolphin.;;Songs, glees, &c. in a comick opera [by Francis G. Waldron] call'd The miller's maid. Founded on one of the admired “Rural tales,” written by Mr. Robert Bloomfield, etc. [electronic resource];;The Author : London, [1804].;;;BLOOMFIELD, Robert, Poet.;;lsidyv3a97694c;opera;Music;lsidyv3a97694c
14805130;|||;eng;;;Cooper, Frederick, 1826 or 7-1869.;;The Handbook for Delhi. With large additional matter ... on the historic remains and points of modern interest in Delhi, with original contributions from D.B. Smith ... and Lieut. de Kantzow ... With index appendices and two maps ... By Frederick Cooper. [electronic resource];;Delhi : R. Williams, 1863.;;;De Kantzow, Charles Adolphus. -- Smith, D. B. (David Boyes);;lsidyv3ca5b6d1;opera;Music;lsidyv3ca5b6d1
14847479;|||;eng;;;;;"Io triumphe! A song of victory on our glorious entry into Cabul; to which is added, the Massacre of Cabul. [By C. J. Cruttwell.] [electronic resource]";;London : William Pickering, 1842.;;;CRUTTWELL, Charles James.;;lsidyv35c5f0d1;song;Music;lsidyv35c5f0d1
14628926;enk;eng;;;Smith, Valentine, librettist;;Book of words of a romantic opera in three acts, entitled, “King for a day,” by Valentine Smith. [electronic resource];;[Middlesbrough] : Printed by Jordison & Co., Ld. ... , 1893.;;Operas Librettos;Adam, Adolphe, 1803-1856. -- Ennery, Adolphe d', 1811-1899 -- Brésil, Jules, 1818-1899;;lsidyv318eee87;opera;Music;lsidyv318eee87
