Aleph system no.;Country code;Language code (008);Language code (041);DDC;Personal author;Corporate author;Title;Edition;Imprint;Series;Subjects;Other personal authors;Other corporate authors;DOM ID;Type;Genre;first_pdf
14805985;|||;eng;;;Britton, John, 1771-1857.;;The Beauties of Wiltshire, displayed in statistical, historical, and descriptive sketches: interspersed with anecdotes of the arts. [With plates after designs by the author and others, and with a map.] [electronic resource];;London : Vernor & Hood, 1801, 1825.;;;;;lsidyv35ddbd4b -- lsidyv3c239986 -- lsidyv3c4bcd84;play;Drama;lsidyv35ddbd4b
15105879;|||;eng;;;Byron, George Gordon Byron, Baron, 1788-1824;;"Arnaldo; Gaddo; and other unacknowledged poems; by Lord Byron, and some of his contemporaries; collected [or rather, written] by Odoardo Volpi [pseudonym of Edward N. Shannon]. (The Comedy of Dante Alighieri; translated by Odoardo Volpi. [Containing only the first 10 Cantos of the “Inferno.”]). [electronic resource]";;Dublin : W. F. Wakeman, 1836.;;;VOLPI, Odoardo, pseud. [i.e. Edward N. Shannon.];;lsidyv388c64a9;comedy;Drama;lsidyv388c64a9
14825769;enk;eng;;;;;The series of dramatic entertainments performed by royal command [electronic resource] : before Her Majesty the Queen ... at Windsor Castle. 1848-9 ... Printed verbatim from the authorised versions. With facsimiles of the bills of performance and a corrected list of the royal personages and the nobility and gentry present on each occasion / edited by B. Webster.;;[London] : Published by Mr. Mitchell [etc.], [1849];;;Boucicault, Dion, 1820-1890. -- Jerrold, Douglas William, 1803-1857. -- Kenney, James, 1780-1849. -- Morton, John Maddison, 1811-1891. -- Oxenford, John, 1812-1877. -- Shakespeare, William, 1564-1616. -- Shakespeare, William, 1564-1616. -- Thompson, Benjamin, 1776?-1816. -- Webster, Benjamin, 1797-1882.;;lsidyv34986e21;play;Drama;lsidyv34986e21
14866550;|||;eng;;;Cornwall, Barry, 1787-1874.;;Dramatic Scenes. With other poems, now first printed ... Illustrated. [electronic resource];;London : Chapman & Hall, 1857.;;;;;lsidyv36c49b8c;play;Drama;lsidyv36c49b8c
14847249;|||;eng;;;;;"The Maid of Florence; or, a Woman's Vengeance. A tragedy in five acts [and in verse]. [electronic resource]";;London, 1874.;;;;;lsidyv35e87a54;tragedy;Drama;lsidyv35e87a54
14871481;|||;eng;;;COOKE, Thomas, of Braintree, Essex.;;The Triumphs of Love and Honour, a play ... [In verse.] To which are added, Considerations on the Stage, and on the advantages which arise to a nation from the encouragement of arts. [electronic resource];;London : J. Roberts, 1731.;;;;;lsidyv36cfe58c;play;Drama;lsidyv36cfe58c
14867465;|||;eng;;;Ramsay, Allan, 1686-1758.;;The Gentle Shepherd, a dramatic poem. In five acts. Done into English from the original of Allan Ramsay by C. Vanderstop. [electronic resource];;London, 1777.;;;VANDERSTOP, Cornelius.;;lsidyv367a3b6b;play;Drama;lsidyv367a3b6b
14808937;|||;eng;;;DE LA PASTURE, Elizabeth Lydia Rosabelle, afterwards CLIFFORD (Elizabeth Lydia Rosabelle) Lady.;;A Toy Tragedy. [electronic resource];;London : Cassell & Co., 1894.;;;;;lsidyv38dfa0d8;tragedy;Drama;lsidyv38dfa0d8
14811067;|||;eng;;;FOSTER, J. Monk.;;Passion's Aftermath. A dramatic story. [electronic resource];;London : Digby, Long & Co., 1892.;;;;;lsidyv38e58d38;play;Drama;lsidyv38e58d38
14879451;|||;eng;;;Adams, W. H. Davenport (William Henry Davenport), 1828-1891.;;Scenes from the Drama of European History. [electronic resource];;London : Virtue Bros. & Co., 1863.;;;;;lsidyv32c34c22;play;Drama;lsidyv32c34c22
14767586;|||;eng;;;COLE, John, of Scarborough.;;Graphic and Historical Sketches of Scarborough, displayed in six views, finely executed on wood, from original drawings by Mr. Baynes, Jun. With descriptive notices. [electronic resource];;Scarborough : John Cole, 1822.;;;;;lsidyv3c4697d0;play;Drama;lsidyv3c4697d0
14812707;enk;eng;;;Hardy, Thomas, 1840-1928.;;"The hand of Ethelberta [electronic resource] : a comedy in chapters / by Thomas Hardy ; with an etching by H. Macbeth-Raeburn, and a map of Wessex.";;London : Osgood, McIlvaine, 1896.;"Thomas Hardy's works. The Wessex novels ; v. 10";;;;lsidyv39e3b7f5;comedy;Drama;lsidyv39e3b7f5
14824906;|||;eng;;;WRIGHT, George Newenham.;;[China: in a series of views, displaying the scenery, architecture and social habits of that ancient empire. Drawn ... by T. Allom. With historical and descriptive notices by the Rev. G. N. Wright.] [electronic resource];[Another edition.] The Chinese Empire illustrated: being a series of views from original sketches ... by T. Allom, Esq., displaying the scenery, architecture, social habits, &c., of that ancient and exclusive nation. With historical and descriptive letterpress by the Rev. G. N. Wright.;London : London Printing & Publishing Co., [1858, 59.].;;China Description and travel.;ALLOM, Thomas.;;lsidyv3c605597 -- lsidyv38fefa0e;play;Drama;lsidyv3c605597
14847555;|||;eng;;;LEE, M. A.;;Sybil: or, the Last of the Barons. An historical drama, in three acts [and in verse]. [electronic resource];;London, 1878.;;;;;lsidyv35e8c069;play;Drama;lsidyv35e8c069
14866569;|||;eng;;;Cumberland, Richard, 1732-1811;;The Jew: a comedy, etc. [electronic resource];;London : C. Dilly, 1794.;;;;;lsidyv3679a7a8;comedy;Drama;lsidyv3679a7a8
14805278;|||;eng;;;BIOT, Édouard Constant.;;The Cities and Towns of China, a geographical dictionary by G. M. H. Playfair. [A revised version of Biot's “Dictionnaire.”] [electronic resource];;Hongkong : Noronha & Co., 1879.;;;PLAYFAIR, George Macdonald Home.;;lsidyv3cb9f8a4 -- lsidyv3deb61a3;play;Drama;lsidyv3cb9f8a4
14847866;|||;eng;;;Pollard, Alfred W. (Alfred William), 1859-1944.;;English Miracle Plays ... Third edition, revised. [electronic resource];;Oxford : Clarendon Press, 1898.;;;;;lsidyv35e789f2;play;Drama;lsidyv35e789f2
15106340;|||;eng;;;WYCHERLEY, William.;;[The Plain Dealer: a comedy [in five acts and in prose]. ... With alterations [by I. Bickerstaffe].] [electronic resource];[Another edition.];London, 1767.;;;BICKERSTAFFE, Isaac.;;lsidyv3882404e;comedy;Drama;lsidyv3882404e
14866925;|||;eng;;;HEY, Richard, L.L.D.;;The Captive Monarch. A Tragedy, in five acts [and in verse]. [electronic resource];;London, 1794.;;;;;lsidyv3679b1f5;tragedy;Drama;lsidyv3679b1f5
14831922;|||;eng;;;WEST, Mary.;;A Born Player. [electronic resource];;London : Macmillan & Co., 1893.;;;;;lsidyv38e7d8cf;play;Drama;lsidyv38e7d8cf
14829022;|||;eng;;;;;Cap and Gown Comedy. A Schoolmaster's Stories. [By A. R. H. Moncrieff.] [electronic resource];;London : A. and C. Black, 1893.;;;MONCRIEFF, Ascott Robert Hope.;;lsidyv35431d08;comedy;Drama;lsidyv35431d08
14847954;|||;eng;;;RONDEAU, James.;;"Humorous Recitations in verse; with Pride and Prejudice, or strictures on public schools. [electronic resource]";;London, 1820.;;;;;lsidyv35c60da4;recitation;Drama;lsidyv35c60da4
14827499;|||;eng;;;PLAYFAIR, Robert Lambert, Sir, K.C.M.G.;;Algeria. Report by Consul-General Playfair of his Tour to La Calle and in the Country of the Khomair. [With map.] [electronic resource];;[London, 1884];;;;;lsidyv3cba5a91;play;Drama;lsidyv3cba5a91
14847957;|||;eng;;;ROOPER, Wilhelmina Lydia.;;Easy Recitations for schools. Suitable for infants and Standards I. and II. [electronic resource];;London : O. Newmann & Co., 1896.;;;;;lsidyv35c52acc;recitation;Drama;lsidyv35c52acc
14846957;|||;eng;;;Browning, Robert, 1812-1889.;;[Strafford: an historical tragedy.] [electronic resource];[Another edition.] With notes and preface by Emily H. Hickey ... and an introduction by Samuel R. Gardiner.;London : G. Bell & Sons, 1884.;;;GARDINER, Samuel Rawson. -- Hickey, Emily Henrietta, 1845-1924.;;lsidyv35e8b99c;tragedy;Drama;lsidyv35e8b99c
15115713;|||;eng;;;KIRKE, Edmund, pseud. [i.e. James Roberts Gilmore.];;The Rear-Guard of the Revolution. [A history of the part played by Carolina and other Southern States in the American War of Independence.] By E. K. [electronic resource];;New York : D. Appleton & Co., 1886.;;;;;lsidyv38c51595;play;Drama;lsidyv38c51595
14847810;|||;eng;;;;;The Pilgrimage to Parnassus with the two parts of The Return from Parnassus: three comedies performed in St. John's College, Cambridge ... MDXCVII.-MDCI. Edited from MSS. by W. D. Macray, etc. [electronic resource];;"London; Oxford [printed] : H. Frowde, 1886.";;;MACRAY, William Dunn.;;lsidyv35e775c1;comedy;Drama;lsidyv35e775c1
14866895;|||;eng;;;HAYNES, James, Dramatic Writer.;;Durazzo: a tragedy, in five acts, [in verse.] [electronic resource];;London, 1823.;;;;;lsidyv3679b67b;tragedy;Drama;lsidyv3679b67b
14825759;enk;eng;;;Southland, Thomas.;;Love a la mode [electronic resource]. A comedy. As it was lately acted with great applause at Middlesex-House. Written by a person of honour.;;London, 1663.;;;;;lsidyv3352dbd7;comedy;Drama;lsidyv3352dbd7
14841581;|||;eng;;;WELLBELOVED, Horace.;;London Lions for Country Cousins ... A display of metropolitan improvements, the new streets, new bridges, new churches, etc. ... Second edition. [electronic resource];;London, [1826?];;;;;lsidyv32bfe0fb;play;Drama;lsidyv32bfe0fb
14828026;enk;eng;;;RAVENSCROFT, Edward, Dramatist.;;The careless lovers: a comedy [in five acts and in prose. Partly taken from Molière's “Monsieur de Pourceaugnac”]. (Epilogue by Mr. Settle.). [electronic resource];;London, 1673.;;;Molière, 1622-1673. -- SETTLE, Elkanah.;;lsidyv345d66e9;comedy;Drama;lsidyv345d66e9
14848256;|||;eng;;;WHITE, Edmund H.;;Athelstan, a tragedy. Life and Death, an allegory, and other poems. [electronic resource];;London : W. Strange, 1847.;;;;;lsidyv35c68aba;tragedy;Drama;lsidyv35c68aba
14867527;|||;eng;;;ROSS, Malcolm, Earl of Ross.;;The Earl of Ross: a tragedy in five acts [and in verse]. [electronic resource];;Yarmouth : W. Meggy, 1823.;;;;;lsidyv3679b49e;tragedy;Drama;lsidyv3679b49e
14839213;|||;eng;;;DILKE, Charles Wentworth.;;"Old English plays; being a selection from the early dramatic writers. [Edited by Charles Wentworth Dilke, and designed as a continuation of Dodsley's collection.] [electronic resource]";;John Martin : London, 1814, 1815.;;;Dodsley, Robert, 1703-1764.;;lsidyv368986da -- lsidyv3588dbe8 -- lsidyv36f8be8b -- lsidyv36f89ec7 -- lsidyv36f8e3fa;play;Drama;lsidyv368986da
14847724;|||;eng;;;MORISON, R. C. H.;;Little Recitations for Little Reciters. Selected by R. C. H. Morison. [electronic resource];;London & Edinburgh : W. & R. Chambers, 1898.;;;;;lsidyv35c55386;recitation;Drama;lsidyv35c55386
14819044;enk;eng;;;Merivale, Herman Charles, 1839-1906.;;Florien [electronic resource] : a tragedy in five acts, and other poems.;;"London; Aberdeen [printed] : Remington & Co., 1884.";;;;;lsidyv3492ce40;tragedy;Drama;lsidyv3492ce40
14939299;enk;eng;;;Byron, George Gordon Byron, Baron, 1788-1824.;;"Sardanapalus, a tragedy [electronic resource] ; The two Foscari, a tragedy ; Cain, a mystery / by Lord Byron.";;London : John Murray, 1821.;;Ashurbanipal, King of Assyria, fl. 668-627 B.C. Drama.;;;lsidyv386108c3;tragedy;Drama;lsidyv386108c3
14846802;|||;eng;;;ARDEN, Thomas, of Faversham.;;Arden of Feversham, a tragedy: reprinted from the edition of 1592. With an introduction by A. H. Bullen. [electronic resource];;London : J. W. Jarvis & Son, 1887.;;;BULLEN, Arthur Henry.;;lsidyv35e77d2f;tragedy;Drama;lsidyv35e77d2f
14847025;|||;eng;;;CAUNTER, Richard Macdonald.;;"Attila, a tragedy; and other poems. [electronic resource]";;London : T. & W. Boone, 1832.;;;;;lsidyv35e8c627;tragedy;Drama;lsidyv35e8c627
14867830;|||;eng;;;;;"The Count de Villeroi; or, the fate of Patriotism: a tragedy [in five acts and in verse]. [electronic resource]";;London, 1794.;;;;;lsidyv3679a9b5;tragedy;Drama;lsidyv3679a9b5
14823459;|||;eng;;;Pennell, Joseph, 1857-1926.;;Play in Provence: being a series of sketches written and drawn by J. Pennell and E. R. Pennell. [electronic resource];;London : T. F. Unwin, 1892.;;;Pennell, Elizabeth Robins, 1855-1936.;;lsidyv3bcd19a7 -- lsidyv3bcae8c7;play;Drama;lsidyv3bcd19a7
14817094;|||;eng;;;LEWIS, Thomas A.;;A Comedy of the Cloth. A novel. [electronic resource];;London : Digby, Long & Co., 1899.;;;;;lsidyv35476a9f;comedy;Drama;lsidyv35476a9f
14871589;|||;eng;;;DONNANT, Denis François.;;Statistical account of the United States of America. Translated from the French by W. Playfair: with an addition on the trade to America. [electronic resource];;London, 1805.;;;PLAYFAIR, William.;;lsidyv36cd36d9;play;Drama;lsidyv36cd36d9
14750851;|||;eng;;;;;The Drama, a poem. [By H. Downman.] [electronic resource];;London, 1775.;;;;;lsidyv2c29f677;play;Drama;lsidyv2c29f677
14829448;|||;eng;;;SHEPHERD, Thomas Hosmer.;;"Modern Athens, displayed in a series of views; or, Edinburgh in the nineteenth century; exhibiting the whole of the new buildings, modern improvements, antiquities, & picturesque scenery of the Scottish metropolis & its environs, from original drawings by Mr. T. H. Shepherd. With historical, topographical & critical illustrations [by John Britton]. [electronic resource]";;London : Jones & Co., 1829.;;Views. -- Edinburgh (Scotland) In art. 7 Book illustrations. -- Engravings. -- Steel engravings. -- Views.;Britton, John, 1771-1857.;;lsidyv3c4068a1;play;Drama;lsidyv3c4068a1
14814913;|||;eng;;;KELLY, William, of Leicester.;;"Notices illustrative of the drama and other popular amusements, chiefly in the sixteenth and seventeenth centuries, incidentally illustrating Shakespeare and his contemporaries; extracted from the Chamberlain's accounts and other manuscripts of the borough of Leicester. With an introduction and notes by W. Kelly. [electronic resource]";;London : J. Russell Smith, 1865.;;;Shakespeare, William, 1564-1616;;lsidyv3c4ca849 -- lsidyv3c10f50b;play;Drama;lsidyv3c4ca849
14750865;|||;eng;;;Garrick, David, 1717-1779.;;"Garrick's Looking Glass: or, the art of rising on the Stage; a poem, in three cantos, decorated with dramatic characters. By the author of *****. [electronic resource]";;London, 1776.;;;;;lsidyv3062b1ef;play;Drama;lsidyv3062b1ef
14815301;|||;eng;;;KNOX, Alexander A.;;"The New Playground; or, wanderings in Algeria. [electronic resource]";;London : Kegan Paul & Co., 1881.;;;;;lsidyv3c5dbe47;play;Drama;lsidyv3c5dbe47
14867246;|||;eng;;;;;Matilda: a tragedy [in five acts and in verse]. By the author of the Earl of Warwick [T. Francklin]. [electronic resource];;London, 1775.;;;;;lsidyv367991fa;tragedy;Drama;lsidyv367991fa
14866950;|||;eng;;;Holcroft, Thomas, 1745-1809;;Love's Frailties: a comedy in five acts [in prose], etc. [electronic resource];;London, 1794.;;;;;lsidyv3679a577;comedy;Drama;lsidyv3679a577
14848252;|||;eng;;;WESTON, James, pseud. [i.e. Edward Step.];;Recitations and concerted pieces for Bands of Hope and Sunday Schools. Compiled by J. Weston. [electronic resource];;London : S. W. Partridge & Co., [1892.].;;;;;lsidyv35c53622;recitation;Drama;lsidyv35c53622
14871830;|||;eng;;;Baring-Gould, S. (Sabine), 1834-1924;;The Tragedy of the Cæsars. A study of the characters of the Cæsars of the Julian and Claudian houses. [Illustrated.] [electronic resource];;London : Methuen & Co., 1892.;;;;;lsidyv37348e64;tragedy;Drama;lsidyv37348e64
14847657;|||;eng;;;;;The Court Martial: a satirical drama [in two acts, in prose and verse]. By Martinet. [electronic resource];;London, 1864.;;;;;lsidyv35e858d5;play;Drama;lsidyv35e858d5
14848076;|||;eng;;;;;The King's Stratagem, or the Pearl of Poland. A tragedy in five acts by Stella ... Second edition. [In verse.] [electronic resource];;London, 1874.;;;;;lsidyv35e897c1;tragedy;Drama;lsidyv35e897c1
14847921;|||;eng;;;;;Richard Cœur de Lion, an historical tragedy [in five acts and in verse]. [electronic resource];;London, 1861.;;Richard I, King of England, 1157-1199.;;;lsidyv35e86dc3;tragedy;Drama;lsidyv35e86dc3
15743151;enk;eng;;;;;The dramatic works of Wycherley, Congreve, Vanbrugh, and Farquhar [electronic resource] : with biographical and critical notices by Leigh Hunt.;A new ed.;London : Edward Moxon, 1851.;;;Wycherley, William, 1640-1716. -- Congreve, William, 1670-1729. -- Vanbrugh, John, 1664-1726. -- Farquhar, George, 1677?-1707. -- Hunt, Leigh, 1784-1859.;;lsidyv349212f1;play;Drama;lsidyv349212f1
14814805;|||;eng;;;;;Looking Glass for my Poli-comedie actors in Europe. Being personal history of an Indian's Tour from Moscow to Birmingham. [electronic resource];;Bombay, 1891.;;;;;lsidyv3ce84653;comedy;Drama;lsidyv3ce84653
14846809;|||;eng;;;ARTERTON, A.;;Thespis and Melpomene. A lyrical drama, in four acts. [electronic resource];;London : London Literary Society, [1885.].;;;;;lsidyv35cf487e;play;Drama;lsidyv35cf487e
14847467;|||;eng;;;JENNER, Katharine Amabel.;;Half-hour Plays. Rumpelstilskin and other plays from old fairy tales. Adapted either for the village school or the drawing-room. By Amabel Jenner. [electronic resource];;London : W. Smith & Innes, 1889.;;;;;lsidyv35e8df0c;play;Drama;lsidyv35e8df0c
14867567;|||;eng;;;Savage, Richard, d. 1743.;;Sir Thomas Overbury: a tragedy. Altered from the late Mr. Richard Savage [by W. Woodfall], etc. [electronic resource];;London : F. Newbery, 1777.;;;Woodfall, William, 1746-1803.;;lsidyv36799ab2;tragedy;Drama;lsidyv36799ab2
